Label,Title,Description
enhancement,หน้าจอจองเลขหนังสือทั้งหน้าจอจองเลขหนังสือส่งและจองเลขหนังสือคำสั่ง,Fieldหน่วยงานให้ใช้เป็นradiobuttonเลือกกองกลางหรือหน่วยงานลบFieldชื่อเรื่องให้ไปแก้ไขชื่อเรื่องได้ใน
enhancement,เปลี่ยนตำแหน่งปุ่มหน้าตอบรับ,
bug,เมื่อcheckedเลขจองinputจะdisabledfalse,
enhancement,เพิ่มหน้าส่งหนังสือให้บุคคลภายในหน่วยงาน,
enhancement,เพิ่มmenuลงทะเบียนส่งภายในหน่วยงานและลงทะเบียนส่งภายในมหาวิทยาลัย,
enhancement,เพิ่มtimelineในส่วนลงรับหนังสือ,
bug,หน้าเอกสารแนบไม่สามารถเปิดดูpdfได้,
enhancement,เพิ่มปุ่มย้อนกลับให้หน้าpdfviewer,
enhancement,เพิ่มฟังก์ชั่นให้หน้าลงทะเบียนรับใช้งานได้,
enhancement,RunbackendserviceswithDocker,xKConnectorxKServicexPostgreSQL
enhancement,Implementlogoutfunction,UsefollowingAPIhttpsgithubcombcirclekasetsartbackendpull122
enhancement,Displayuserfriendlyname,
enhancement,หน้าจอรายงานหนังสือทำลายปรับformatตาราง,เพิ่มfieldครบกำหนดทำลาย
enhancement,หน้าจอรายงานหนังสือจัดเก็บปรับformatตาราง,
enhancement,หน้าจอรายงานหนังสือเวียนปรับformatตาราง,
enhancement,หน้าจอรายงานทะเบียนส่งหนังสือปรับformatตาราง,
enhancement,หน้าจอรายงานทะเบียนรับหนังสือปรับformatตาราง,
enhancement,หน้าจอรายงานเพิ่มหน้าแรกรายงานสำหรับเลือกประเภทรายงาน,หน้าแรกรายงาน
enhancement,หน้าจอจัดเก็บหนังสือเพิ่มFieldสำหรับsetสิทธิ์การเข้าถึงหนังสือที่จัดเก็บ,หน้าจอจัดเก็บหนังสือในส่วนข้อมูลหนังสือ
enhancement,หน้าจอจองเลขหนังสือวันที่จองautoวันปัจจุบันsetmandatoryเฉพาะจำนวนที่ต้องการจอง,หน้าจอจองเลขหนังสือส่งหน้าจอจองเลขคำสั่งคลิกปุ่มบันทึกจะแสดงเลขจองตามจำนวนที่กรอก
enhancement,หน้าจอลงทะเบียนส่งหนังสือภายในภายนอกหน้าจอรายการส่งหนังสือ,หน้าจอลงทะเบียนส่งหนังสือภายในหน้าจอลงทะเบียนส่งหนังสือภายนอกเมื่อคลิกลงทะเบียนส่งFieldเลขทะเบียนส่ง
enhancement,หน้าจอลงทะเบียนรับหนังสือหน้าจอรายการรับหนังสือแก้ไขข้อมูลที่แสดงลบหน้าจอรายการหนังสือตีกลับ,เลขทะเบียนรับวันที่รับเวลาจะแสดงเมื่อคลิกลงทะเบียนรับเมื่อคลิกเลือกลงทะเบียนรับรายการหนังสือที่ลงรับ
enhancement,หน้าจอรอลงทะเบียนรับแก้ไขรูปแบบตาราง,หน้ารอลงรับจะยังไม่แสดงเลขทะเบียนรับหนังสือ
enhancement,หน้าจอETemplateเพิ่มแก้ไขแบบฟอร์มได้,เพิ่มปุ่มเพิ่มแก้ไขแบบฟอร์มเมื่อคลิกจะแสดงColumnอัปโหลดสำหรับแก้ไขฟอร์มเดิมหรือเพิ่มฟอร์มอื่นๆรองรับ
enhancement,หน้าจอรายการร่างหนังสือแก้เป็นรายการสร้างหนังสือ,สามารถคลิกที่แถวในตารางแล้วกลับไปpreviewหน้าEFormที่สร้างไว้ได้แก้ไขรูปแบบตารางและวิธีแสดงข้อมูลคำค้
enhancement,หน้าจอรายการค้นหาหนังสือแก้ไขตารางเพิ่มหน้าจอแสดงข้อมูลหนังสือที่ค้นหา,หลังจากคลิกที่แถบแสดงข้อมูลจะแสดงรายละเอียดหนังสือเป็นหน้าจอข้อมูลหนังสือที่ค้นหาดังภาพ
enhancement,หน้าจอค้นหาติดตามหนังสือลบหน้าติดตามหนังสือใช้หน้าจอเดียวกับค้นหา,แก้ไขFieldค้นหา
enhancement,หน้าจอหนังสือถึงฉันแก้ไขรูปแบบตารางFilterค้นหาแก้หน้าจอดำเนินการตอบกลับ,แก้ไขรูปแบบตารางFieldแสดงข้อมูลและFilterคำค้นหาตามไฟล์แนบ
enhancement,Removeusersorganizationfromorganizationlist,
bug,NoletterIDdisplayindocumentlist,
bug,CannotviewattachmentPDF,
bug,หนัาหลักรายละเอียดหนังสือdisplayincompletedocumentinformation,หนัาหลักรายละเอียดหนังสือ
enhancement,Redirecttodefaultpageifsenddocumentsuccessed,
enhancement,Showerrormessageifcannotconnecttobackendservice,
enhancement,Implementfunctionstosupporttestscenario11,Stepsx111112113114x115116117x118x1191110Document2014dochttpsgithubcombcirclekasetsarttestsrawmasterd
bug,Invalidrenderingifcollapsemenubar,
enhancement,หน้าจอดำเนินการตอบกลับสลับตำแหน่งField,ตำแหน่งFieldหมายเหตุให้เลื่อนไปไว้ล่างสุดก่อนปุ่มบันทึกยกเลิก
enhancement,หน้าจอค้นหาติดตามหนังสือลบField,ลบFieldเลขที่หนังสือและเรื่องออกให้ใช้ลักษณะFullTextSearchมีdetailในช่องSearchเป็นตัวเทา
enhancement,หน้าจอค้นหาหนังสือติดตามหนังสือให้mergeเป็นหน้าจอเดียวกัน,ให้ใช้wordingTabที่หน้าจอค้นหาหนังสือเป็นคำว่าค้นหาติดตามหนังสือให้ใช้wordingรายการค้นหาติดตามหนังสื
enhancement,หน้าจอดำเนินการตอบกลับหน้าจอลงทะเบียนรับหนังสือเพิ่มiconถังขยะ,เพิ่มiconถังขยะเมื่อคลิกเลือกผู้รับในcheckboxเพื่อลบรายชื่อช่องผู้รับที่ไม่ต้องการส่งถึง
enhancement,แก้ไขwordingหน้าจอดำเนินการตอบกลับ,แก้ไขคำว่าแทงเรื่องต่อให้เป็นมอบหมายเพิ่มคำว่าดำเนินการ
bug,MonthandYearpickerdoestworkonFirefox,
enhancement,Removeduplicatecode,
enhancement,Movestateintotheirownfile,httpsgithubcombcirclekasetsartfrontendblobe929597fec46bd9a06214ac58e29db3781b0de28webcomponentsBodyt
enhancement,แก้ไขUIมเกษตรหน้าจอติดตามหนังสือ,หน้าจอติดตามหนังสือเพิ่มfieldวันที่รับวันที่ส่งวันที่เกิดสถานะดังภาพMockupที่แนบมา
enhancement,แก้ไขUIมเกษตรแก้ไขเป็นลักษณะMultiSelectที่Fieldผู้รับ,เพิ่มCheckboxหน้ารายการชื่อผู้รับ
enhancement,แก้ไขUIมเกษตรUploadรูปprofileข้อมูลหน่วยงาน,UploadรูปProfileในข้อมูลผู้ใช้ที่LoginShowข้อมูลหน่วยงานของผู้ใช้ที่Login
enhancement,แก้ไขUIมเกษตรCalendar,วันที่รูปแบบปฏิทินให้สามารถเลือกดูรายการหนังสือเฉพาะเดือนที่เลือกได้
enhancement,แก้ไขUIมเกษตรAutoชื่อผู้จองหน้าจอจองเลขหนังสือส่งคำสั่ง,แก้ไขเป็นReadonlyFieldชื่อผู้จองAutoแสดงชื่อผู้ใช้ที่Login
enhancement,แก้ไขUIมเกษตรเพิ่มรายการโปรดหน้าจอหนังสือถึงฉัน,เพิ่มช่องFavoriteสำหรับเลือกรายการโปรด
invalid,SwitchtopascalCase,httpsgithubcombcirclekasetsartfrontendblob48e1951f9024277880cbc47f9041c059c34ec16awebcomponentsBodyt
invalid,MisspellQuery,httpsgithubcombcirclekasetsartfrontendblob48e1951f9024277880cbc47f9041c059c34ec16awebcomponentsBodyt
invalid,RenametoETemplate,httpsgithubcombcirclekasetsartfrontendblob48e1951f9024277880cbc47f9041c059c34ec16awebcomponentseTemp
enhancement,Addedscriptforstartingbackendservice,
enhancement,RenametoeFormeTemplatecircularDoc,
enhancement,Renderselectsoptionfromarrayofobject,httpsgithubcombcirclekasetsartfrontendblob8102b335ea3cabe01e3200d03d3ad017ffcfd8d1webcomponentshomeH
enhancement,InvalididentifiernameSwitchtolowercase,httpsgithubcombcirclekasetsartfrontendblob3f9709d2ce28a556cd1665a51120e60b3bfc9febwebcomponentsBodyt
enhancement,UseStringLiteralTypesinsteadoffixedstringtocreatelinkpathhome,httpsgithubcombcirclekasetsartfrontendblob3f9709d2ce28a556cd1665a51120e60b3bfc9febwebcomponentsMenub
enhancement,CreatecollectionofRoutefromarray,1Createroutingarray2RenderRoutefrom1httpsgithubcombcirclekasetsartfrontendblob3f9709d2ce28a556cd1665
duplicate,RemoveKServiceClientts,RemovehttpsgithubcombcirclekasetsartfrontendtreemasterwebsrcapiKServiceClienttsUsehttpsgithubcombcir
enhancement,หนังสือถึงฉันค้นหาหนังสือสร้างหนังสือแก้ไขwording,แก้ไขwordingเป็นหนังสือถึงฉันลบคำว่าลำดับออกใช้เป็นชั้นความลับชั้นความเร็วลบถ้ามีออกทุกฟอร์มเลขหนังส
bug,InvalidcaseinfoldernameCannotresolvedependencycssBodycss,nodenodemodulesparcelbundlerbinclijsbuildwebindexhtmldsrcKFrontendwwwrootpublicurl🚨homevstswork1sweb
bug,Invalidcasechangetocomponents,
bug,ศูนย์บริการร่วมแก้ไขกรณีปุ่มเพิ่มข้อมูลขึ้นเบิ้ล2ครั้ง,รบกวนช่วยดำเนินการแก้ไขกรณีคลิกปุ่มเพิ่มข้อมูลแล้วปุ่มขึ้นเบิ้ล2ครั้งค่ะซึ่งเป็นบางครั้งค่ะตัวอย่างต
enhancement,ศูนย์บริการร่วมตารางแสดงข้อมูลแก้ไขปีให้เป็นปีพศ,รบกวนช่วยดำเนินการแก้ไขปีของfieldวันที่รับเอกสารให้เป็นปีพศค่ะimagejavaรายการเอกสารประกอบการขออบุญาต
enhancement,ประชุมจัดซื้อจัดจ้างแก้ไขสิทธิ์การแก้ไขข้อมูล,รบกวนช่วยดำเนินการแก้ไขสิทธิ์การแก้ไขรายการให้เฉพาะคนสร้างรายการเท่านั้นค่ะผู้ใช้งานคนอื่นที่ไม่ได้ส
bug,ศูนย์บริการร่วมระบบแสดงกลุ่มเอกสารใบอนุญาตหนังสืออนุมัติมติที่ไม่ได้อยู่ในConfig,รบกวนช่วยดำเนินการแก้ไขกรณีระบบแสดงกลุ่มเอกสารใบอนุญาตหนังสืออนุมัติมติที่ไม่ได้อยู่ในConfigค่ะตามภา
bug,Configศูนย์บริการร่วมไม่สามารถแก้ไขOrderได้,รบกวนช่วยดำเนินการตรวจสอบกรณีไม่สามารถแก้ไขOrderได้ค่ะตามภาพด้านล่างเมื่อบันทึกแล้วrefresh
bug,Configศูนย์บริการร่วมเพิ่มสิทธิ์ให้กับคู่มือเมื่อบันทึกแล้วสิทธิ์หายไป,รบกวนช่วยดำเนินการแก้ไขกรณีเพิ่มสิทธิ์ให้กับคู่มือเมื่อบันทึกแล้วสิทธิ์หายไปค่ะเมื่อกดบันทึกแล้วrefr
enhancement,ศูนย์บริการร่วมรายงานเพิ่มอักษรย่อสำนัก,รบกวนช่วยดำเนินการเพิ่มอักษรย่อของสำนักที่ด้านหน้าของชื่อสำนักทั้ง2รายงานตามด้านล่างค่ะ1รายงานสถานะก
enhancement,ศูนย์บริการร่วมแก้ไขสิทธิ์การแนบไฟล์คู่มือพิจารณายื่อขออนุญาตให้เฉพาะAdminเท่านั้น,รบกวนช่วยดำเนินการแก้ไขสิทธิ์การแนบไฟล์คู่มือพิจารณายื่อขออนุญาตดังนี้1ให้เฉพาะUserในกลุ่มALFRESCOAD
enhancement,ประชุมผลการดำเนินงานแก้ไขfilterค้นหาและการแสดงข้อมูลที่หน้าจอการค้นหา,รบกวนช่วยดำเนินการแก้ไขfilterค้นหาและการแสดงข้อมูลที่หน้าจอการค้นหาดังนี้1filterค้นหาให้มีfilterดังน
enhancement,ประชุมประชุมแก้ไขfilterค้นหาและการแสดงข้อมูลที่หน้าจอการค้นหา,รบกวนช่วยดำเนินการแก้ไขfilterค้นหาและการแสดงข้อมูลที่หน้าจอการค้นหาดังนี้1filterค้นหาให้มีfilterดังน
enhancement,ประชุมคำสั่งแต่งตั้งแก้ไขfilterค้นหาและการแสดงข้อมูลที่หน้าจอการค้นหา,รบกวนช่วยดำเนินการแก้ไขfilterค้นหาและการแสดงข้อมูลที่หน้าจอการค้นหาดังนี้1filterค้นหาให้มีfilterดังน
enhancement,จัดซื้อจัดจ้างแก้ไขfilterค้นหาและการแสดงข้อมูลที่หน้าจอการค้นหา,รบกวนช่วยดำเนินการแก้ไขfilterค้นหาและการแสดงข้อมูลที่หน้าจอการค้นหาดังนี้1filterค้นหาให้มีfilterดังน
enhancement,ทุกระบบเพิ่มการแสดงชื่อเจ้าหน้าที่ผู้บันทึกข้อมูล,รบกวนช่วยดำเนินการเพิ่มชื่อเจ้าหน้าที่ผู้บันทึกและวันที่สร้างและเจ้าหน้าที่ผู้แก้ไขล่าสุดและวันที่แก
enhancement,ทุกระบบเพิ่มpopupแจ้งเตือนกรณีหลังจากคลิกปุ่มบันทึกเป็นRecord,รบกวนช่วยดำเนินการเพิ่มpopupแจ้งเตือนกรณีหลังจากคลิกปุ่มบันทึกเป็นRecordโดยมีข้อความดังนี้กำลังบันทึ
bug,ศูนย์บริการร่วมกรณีสร้างชื่อคู่มือแล้วมีspaceให้ระบบลบspaceอัตโนมัติ,รบกวนช่วยดำเนินการแก้ไขกรณีสร้างชื่อคู่มือแล้วมีspaceให้ระบบลบspaceอัตโนมัติค่ะเนื่องจากปัจจุบันมีsp
enhancement,ทุกระบบเพิ่มpopupแจ้งเตือนกรณีอัพโหลดไฟล์เอกสารแล้วชื่อไฟล์ยาวเกินกำหนด,รบกวนช่วยดำเนินการเพิ่มpopupแจ้งเตือนกรณีอัพโหลดไฟล์เอกสารแล้วชื่อไฟล์ยาวเกินกำหนดให้แสดงข้อความดังน
enhancement,ศูนย์บริการร่วมแก้ไขการดึงข้อมูลชื่อสำนักมาแสดง,รบกวนช่วยดำเนินการแก้ไขการดึงข้อมูลชื่อสำนักมาแสดงทั้งหน้าเพิ่มข้อมูลและค้นหาค่ะโดยให้ระบบแสดงดังนี้
enhancement,ประชุมคำสั่งแต่งตั้งหน้าจอค้นหาเพิ่มปีของวันที่แต่งตั้งที่tabไม่กำหนด,ที่หน้าจอค้นหารบกวนช่วยดำเนินการเพิ่มปีของวันที่แต่งตั้งที่tabไม่กำหนดให้ด้วยค่ะตั้งแต่ปี25502563ค่ะ
enhancement,ศูนย์บริการร่วมแก้ไขfilterค้นหาและการแสดงข้อมูลที่หน้าจอการค้นหา,รบกวนช่วยดำเนินการแก้ไขfilterค้นหาและการแสดงข้อมูลที่หน้าจอการค้นหาดังนี้1filterค้นหาให้มีfilterดังน
enhancement,ประชุมคำสั่งแต่งตั้งเพิ่มปีของวันที่แต่งตั้งที่tabไม่กำหนด,รบกวนช่วยดำเนินการเพิ่มปีของวันที่แต่งตั้งที่tabไม่กำหนดให้ด้วยค่ะตั้งแต่ปี25502563ค่ะ
enhancement,ทุกระบบเพิ่มสีตัวอักษรที่ประเภทเอกสารที่เป็นTriggerในการแสดงปุ่มบันทึกเป็นRecords,รบกวนช่วยดำเนินการเพิ่มสีตัวอักษรสีeb2f96ที่ประเภทเอกสารที่เป็นTriggerในการแสดงปุ่มบันทึกเป็นRecords
bug,รายงานสถิติการนำเข้าเอกสารคำสั่งแต่งตั้งจัดเก็บข้อมูลคำสั่งแต่งตั้งเป็นปีพศแต่ที่หน้ารายงานแสดงเป็นคศ,รบกวนช่วยดำเนินการแก้ไขกรณีจัดเก็บข้อมูลคำสั่งแต่งตั้งเป็นปีพศแต่ที่หน้ารายงานแสดงเป็นคศค่ะ
bug,ประชุมประชุมเมื่อเพิ่มข้อมูลชื่อประชุมย้อนหลังที่หน้าจอค้นหาไม่แสดงข้อมูล,รบกวนช่วยดำเนินการแก้ไขกรณีไม่ระบุชื่อการประชุมในตอนแรกและมาเพิ่มข้อมูลทีหลังพบว่าที่หน้าจอค้นหาไม่แ
enhancement,ค้นหาเอกสารเพิ่มpaging,รบกวนช่วยดำเนินการเพิ่มpagingหน้าค้นหาเอกสารด้วยค่ะโดยแสดง15รายการต่อ1หน้าค่ะ
bug,รายงานสถิติการนำเข้าเอกสารประชุมและรายงานการประชุมเลือกfilterค้นหาแล้วระบบแสดงข้อมูลไม่ถูกต้อง,รบกวนช่วยดำเนินการแก้ไขกรณีเลือกfilterค้นหาแล้วระบบแสดงข้อมูลไม่ถูกต้องค่ะ
bug,รายงานสถิติการนำเข้าเอกสารคำสั่งแต่งตั้งเลือกfilterค้นหาแล้วระบบแสดงข้อมูลไม่ถูกต้อง,รบกวนช่วยดำเนินการแก้ไขกรณีเลือกfilterค้นหาแล้วระบบแสดงข้อมูลไม่ถูกต้องค่ะ
bug,ทุกระบบรายงานสถิติระบบแสดงข้อมูลสถิติการนำเข้าไฟล์ไม่ถูกต้อง,รบกวนช่วยดำเนินการแก้ไขกรณีระบบแสดงข้อมูลสถิติการนำเข้าไฟล์ไม่ถูกต้องค่ะตัวอย่างระบบจัดซื้อจัดจ้างระ
duplicate,ประชุมประชุมค้นหาจากfieldtypecascaderคลิกปุ่มกลับสู่หน้าจอค้นหาระบบแสดงหน้าจอสีขาว,รบกวนช่วยดำเนินการแก้ไขกรณีเมื่อค้นหาจากfieldtypecascaderจากนั้นไปที่หน้าแสดงรายการคลิกปุ่มกลับสู่หน
enhancement,ทุกระบบแก้ไขการแสดงpopupเมื่อลบtask,รบกวนช่วยดำเนินการแก้ไขเมื่อค้นหาแล้วคลิกปุ่มลบเรียบร้อยแล้วให้แสดงเฉพาะpopupลบสำเร็จเท่านั้นค่ะนำpo
bug,ประชุมประชุมเมื่อค้นหาข้อมูลพบว่าระบบแสดงข้อมูลไม่ถูกต้อง,รบกวนช่วยดำเนินการตรวจสอบและแก้ไขกรณีค้นหาข้อมูลจากfieldสายงานสำนักการประชุมชื่อการประชุมพบว่าระบบแส
enhancement,ประชุมผลการดำเนินงานเขียนscriptquerydatabase,รบกวนช่วยดำเนินการเขียนscriptquerydatabaseดึงข้อมูลทุกpropertyดังนี้IDเลขอ้างอิงจากระบบวันที่สร้างวั
enhancement,ประชุมประชุมเขียนscriptquerydatabase,รบกวนช่วยดำเนินการเขียนscriptquerydatabaseดึงข้อมูลทุกpropertyดังนี้IDเลขอ้างอิงจากระบบวันที่สร้างวั
enhancement,ประชุมคำสั่งแต่งตั้งเขียนscriptquerydatabase,รบกวนช่วยดำเนินการเขียนscriptquerydatabaseดึงข้อมูลทุกpropertyดังนี้IDเลขอ้างอิงจากระบบวันที่สร้างวั
enhancement,จัดซื้อจัดจ้างเขียนscriptquerydatabase,รบกวนช่วยดำเนินการเขียนscriptquerydatabaseดึงข้อมูลทุกpropertyดังนี้IDเลขอ้างอิงจากระบบวันที่สร้างวั
enhancement,ทุกระบบเพิ่มการแจ้งเตือนสำหรับยืนยันการลบเอกสาร,รบกวนช่วยดำเนินการเพิ่มการแจ้งเตือนสำหรับยืนยันการลบเอกสารให้ด้วยค่ะ
bug,ประชุมประชุมและรายงานการประชุมค้นหาจากfieldtypecascaderแล้วกดปุ่มกลับสู่หน้าจอค้นหาเป็นหน้าสีขาว,รบกวนช่วยดำเนินการแก้ไขกรณีค้นหาจากfieldtypecascaderแล้วกดปุ่มกลับสู่หน้าจอค้นหาเป็นหน้าสีขาวรายละเอ
enhancement,รายงานเพิ่มข้อมูลในfilterปีที่แต่งตั้งระบบประชุมและปีงบประมาณระบบจัดซื้อจัดจ้าง,รบกวนช่วยดำเนินการเพิ่มข้อมูลปีที่filterปีที่แต่งตั้งระบบประชุมและปีงบประมาณระบบจัดซื้อจัดจ้างให้ด้ว
enhancement,ศูนย์บริการร่วมเพิ่มfunctionการลบคู่มือManual,รบกวนช่วยดำเนินการเพิ่มfunctionการลบคู่มือManualกรณีผู้ใช้งานแนบไฟล์ไม่ถูกต้องค่ะโดยมีรายละเอียดดังน
enhancement,ทุกระบบแก้ไขกรณีคลิกปุ่มEnterที่คีย์บอร์ดแล้วเป็นการเพิ่มข้อมูลให้อัตโนมัติ,รบกวนช่วยดำเนินการแก้ไขทุกระบบกรณีคลิกปุ่มEnterที่คีย์บอร์ดแล้วเป็นการเพิ่มข้อมูลให้อัตโนมัติค่ะ
bug,ศูนย์บริการร่วมไม่สามารถดาวน์โหลดไฟล์คู่มือได้ProductionNBTC,รบกวนช่วยดำเนินการตรวจสอบกรณีไม่สามารถดาวน์โหลดไฟล์คู่มือได้ค่ะรายละเอียดตามภาพด้านล่างค่ะสำนักรสคู่
enhancement,ทุกระบบการค้นหาเพิ่มปุ่มกลับสู่หน้าจอค้นหาตอนค้นหาแล้วเปิดดูรายละเอียดเรียบร้อยแล้ว,รบกวนช่วยดำเนินการเพิ่มปุ่มกลับสู่หน้าจอค้นหาตอนค้นหาแล้วเปิดดูหรือแก้ไขรายละเอียดเรียบร้อยแล้วเมื่อ
bug,ศูนย์บริการร่วมเลขที่อ้างอิงจากระบบซ้ำกัน,รบกวนช่วยดำเนินการตรวจสอบและแก้ไขกรณีเลขที่อ้างอิงจากระบบซ้ำกันค่ะรายละเอียดตามด้านล่างProductionNBT
enhancement,ศูนย์บริการร่วมการเชื่อมโยงข้อมูลนิติบุคคลเพิ่มการดึงหนังสือบริคณห์สนธิ,รบกวนช่วยดำเนินการเพิ่มการดึงหนังสือบริคณห์สนธิให้ผู้ใช้งานสามารถดาวน์โหลดและนำไปใช้ต่อได้ค่ะรายละเอ
bug,ศูนย์บริการร่วมระบบไม่แสดงข้อมูลที่อยู่เมื่อพิมพ์เพิ่มข้อมูลเองหลังจากที่บันทึก,รบกวนช่วยดำเนินการตรวจสอบกรณีระบบไม่แสดงข้อมูลที่อยู่เมื่อพิมพ์เพิ่มข้อมูลเองหลังจากที่บันทึกค่ะหมาย
bug,Configคลิกdisabledaspectแต่หน้าค้นหาแสดงaspectที่disable,รบกวนตรวจสอบทำการคลิกdisabledaspectแต่หน้าค้นหาแสดงaspectที่disableค่ะหน้าconfigหน้าค้นหาคู่มือ
bug,จัดซื้อจัดจ้างแก้ไขการrunningเลขที่อ้างอิงจากระบบ,รบกวนช่วยดำเนินการแก้ไขการrunningเลขที่อ้างอิงจากระบบให้ด้วยค่ะซึ่งเลขการrunningปัจจุบันจะต้องrunถึง
bug,การประชุมและรายงานการประชุมแก้ไขการrunningเลขที่อ้างอิงจากระบบ,รบกวนช่วยดำเนินการแก้ไขการrunningเลขที่อ้างอิงจากระบบให้ด้วยค่ะซึ่งเลขการrunningปัจจุบันจะต้องrunถึง
bug,ศูนย์บริการร่วมแก้ไขการrunningเลขที่อ้างอิงจากระบบและเลขรับเอกสาร,รบกวนช่วยดำเนินการแก้ไขการrunningเลขที่อ้างอิงจากระบบและเลขรับเอกสารให้ด้วยค่ะซึ่งเลขการrunningปัจจุ
enhancement,ศูนย์บริการร่วมแก้ไขการดึงข้อมูลที่อยู่นิติบุคคลมาแสดง,รบกวนช่วยดำเนินการแก้ไขการดึงข้อมูลที่อยู่นิติบุคคลมาแสดงค่ะโดยมีรายละเอียดดังนี้จากGovAPIจะมีข้อมูล
enhancement,แก้ไขข้อความpopupกำลังอัปโหลดเอกสารเป็นกำลังอัพโหลดเอกสาร,รบกวนช่วยดำเนินการแก้ไขข้อความpopupกำลังอัปโหลดเอกสารเป็นกำลังอัพโหลดเอกสารให้ด้วยค่ะ
enhancement,ศูนย์บริการร่วมแก้ไขการแสดงปีของfieldวันที่จดทะเบียนให้เป็นปีพศ,รบกวนช่วยดำเนินการแก้ไขการแสดงปีของfieldวันที่จดทะเบียนให้เป็นปีพศค่ะ
enhancement,ศูนย์บริการร่วมแก้ไขคำผิด,รบกวนช่วยดำเนินการแก้ไขคำผิดตามภาพด้านล่างด้วยค่ะ
enhancement,ศูนย์บริการร่วมเพิ่มการแสดงชื่อนิติบุคคลภาษาอังกฤษและคณะกรรมการลงชื่อผูกพัน,รบกวนช่วยดำเนินการเพิ่มfiledที่แสดงตอนตรวจสอบ2fieldดังนี้ค่ะ1JuristicPersonEngชื่อนิติบุคคลภาษาอังกฤ
enhancement,เพิ่มฟังก์ชันลบtask,รบกวนช่วยดำเนินการเพิ่มฟังก์ชันลบTaskโดยมีรายละเอียดดังนี้1Taskจะต้องยังไม่บันทึกเป็นRecordManagemen
enhancement,ค้นหาเอกสารเพิ่มloadingกรณีระบบกำลังค้นหาค้นเอกสาร,รบกวนช่วยดำเนินการเพิ่มloadingกรณีระบบกำลังค้นหาค้นเอกสารอยู่ให้ด้วยค่ะ
enhancement,ศูนย์บริการร่วมเชื่อมโยงข้อมูลนิติบุคคลกับกรมพัฒนาธุรกิจการค้า,รบกวนช่วยดำเนินการเพิ่มฟังก์ชันการเชื่อมโยงข้อมูลนิติบุคคลกับกรมพัฒนาธุรกิจการค้าโดยมีรายละเอียดดังน
bug,Configศูนย์บริการร่วมกำหนดpropertyให้เป็นmandatoryแต่ระบบกำหนดให้ปุ่มdisableด้วย,รบกวนช่วยดำเนินการแก้ไขกรณีเลือกpropertyให้เป็นmandatoryแต่ระบบติ๊กให้ปุ่มdisableด้วยค่ะแต่หากเอาdis
bug,ศูนย์บริการร่วมdisablepropertyแล้วระบบแสดงpropertyที่alfrescoไม่ถูกต้อง,รบกวนช่วยตรวจสอบกรณีdisablepropertyแล้วระบบแสดงpropertyที่alfrescoไม่ถูกต้องให้ด้วยค่ะตัวอย่าง1ทำการ
bug,รายงานสถิติfilterค้นหาจากวันที่นำเข้าแสดงข้อมูลไม่ถูกต้อง,รบกวนช่วยตรวจสอบกรณีระบบfilterค้นหาจากวันที่นำเข้าแสดงข้อมูลไม่ถูกต้องค่ะเนื่องจากนำข้อมูลเข้าวันนี้
bug,ConfigจัดOrderหน้าConfigแล้วระบบไม่เรียงตามorderที่จัดไว้,รบกวนช่วยดำเนินการตรวจสอบและแก้ไขกรณีจัดOrderข้อมูลที่หน้าConfigแล้วระบบไม่เรียงตามorderที่จัดไว้ค่ะ
bug,ศูนย์บริการร่วมalfrescoสร้างtaskที่ระบบศูนย์บริการร่วมแนบไฟล์เอกสารเรียบร้อยแล้วที่alfrescoไม่สร้างfolderให้,รบกวนช่วยตรวจสอบกรณีสร้างtaskที่ระบบศูนย์บริการร่วมแนบไฟล์เอกสารเรียบร้อยแล้วเมื่อไปตรวจสอบที่alfres
bug,สแกนไฟล์ผ่านเว็บไม่สามารถupdatenewversionการสแกนไฟล์ได้,รบกวนช่วยตรวจสอบกรณีupdatenewversionการสแกนไฟล์ระบบแจ้งว่าอัพโหลดไม่สำเร็จแต่เมื่อคลิกปุ่มเรียกดูหรื
enhancement,ทุกระบบรายงานสถิติการนำเข้าเพิ่มfilterวันที่นำเข้า,รบกวนช่วยดำเนินการเพิ่มfilterวันที่นำเข้าให้ด้วยค่ะเนื่องจากผู้ใช้งานจะนำข้อมูลไปใช้เพื่อทำสถิติของแ
bug,สแกนไฟล์ผ่านเว็บสแกนไฟล์เอกสารที่configเพิ่มได้แต่ไม่มีไฟล์เพิ่มให้ค่ะ,รบกวนช่วยดำเนินการตรวจสอบและแก้ไขกรณีสแกนไฟล์ผ่านเว็บเอกสารที่configเพิ่มสามารถสแกนได้แต่ไม่มีไฟล์เพ
enhancement,ทุกระบบเพิ่มการprocessingของระบบกรณีuseruploadfileหรือลบไฟล์,รบกวนช่วยดำเนินการเพิ่มการprocessingของระบบกรณีuseruploadfileหรือลบไฟล์ค่ะเนื่องจากปัจจุบันถ้าไฟล์ให
enhancement,ศูนย์บริการร่วมฟังก์ชันปุ่มinsertข้อมูลที่ตรวจสอบจากกรมการปกครองมาautoinsertลงที่field,รบกวนช่วยดำเนินการเพิ่มฟังก์ชันปุ่มinsertข้อมูลที่ตรวจสอบจากกรมการปกครองมาautoinsertลงที่fieldค่ะ
